Protocol,Packet Length,Source MAC,Destination MAC,Source IP,Destination IP,Ethernet Type,Device Category
TCP,54,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,3.209.101.212,10.0.5.86,0x0800,Computer
TCP,54,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,10.0.5.86,3.209.101.212,0x0800,Smart Home
ARP,42,b8:27:eb:59:60:d1,6c:5a:b0:e6:03:cd,Unknown,Unknown,0x0806,Computer
ARP,42,6c:5a:b0:e6:03:cd,b8:27:eb:59:60:d1,Unknown,Unknown,0x0806,Smart Home
TLS,97,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,66,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
ARP,42,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,Unknown,Unknown,0x0806,Computer
ARP,42,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,Unknown,Unknown,0x0806,Smart Home
TCP,66,b8:27:eb:59:60:d1,36:cd:80:d9:58:3d,52.4.140.83,10.0.5.220,0x0800,Computer
TCP,78,36:cd:80:d9:58:3d,b8:27:eb:59:60:d1,10.0.5.220,52.4.140.83,0x0800,Smart Home
